Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,DailyHours,TariffRate,ElectricityBill
0,0,0,4,2,0,4,12.3,7.5,1403.24
10,0,2,0,3,2,6,16.2,16.4,51289.21
2,0,1,2,3,2,8,17.4,12.2,26874.57
8,1,0,0,2,2,6,6.5,7.2,3912.57
5,2,0,2,2,0,3,14.2,18.3,7375.2
5,3,3,1,3,1,8,15.1,12.6,39454.74
4,0,0,4,2,0,5,9.9,23.2,6617.95
10,2,1,4,3,0,1,8.4,17.6,13841.36
2,2,2,0,0,0,6,13.3,23.8,39609.92
10,1,0,2,3,0,8,8.8,6.6,2507.22
4,1,0,1,0,1,6,6.8,17.0,5021.81
0,3,1,2,0,0,2,13.5,16.4,13802.4
2,2,1,3,1,1,11,5.0,24.3,11524.5
3,0,3,0,3,1,12,12.8,17.8,40673.63
4,1,3,2,0,2,12,12.8,8.7,21491.78
9,2,3,0,3,2,11,6.9,21.2,32814.43
8,1,2,3,3,2,4,13.5,16.6,37359.3
3,2,2,2,2,1,9,13.0,19.2,41230.17
2,1,3,2,3,0,4,12.6,24.3,44846.36
9,0,2,0,1,2,10,11.0,6.2,10344.81
0,3,1,3,2,2,12,5.3,20.0,11925.24
9,0,0,1,2,0,11,5.1,7.2,983.37
5,1,0,4,0,2,6,17.0,19.5,27074.25
6,1,1,0,1,0,7,14.3,8.3,9172.06
9,1,2,0,1,0,5,16.8,18.2,41307.55
7,0,3,4,3,1,2,10.9,23.3,47894.65
0,1,0,2,0,2,2,5.4,10.3,2942.6
3,0,3,0,1,0,1,9.2,16.5,23203.05
10,1,0,1,3,2,11,5.6,9.3,4148.22
4,3,1,3,0,0,1,17.2,6.1,7387.68
1,3,2,2,0,1,11,5.6,9.8,7395.59
0,1,0,0,2,1,8,17.7,23.0,13667.31
7,2,2,1,3,0,10,9.8,10.3,12688.27
5,0,1,4,2,0,7,9.5,5.0,4265.7
4,1,1,2,2,2,3,12.7,10.6,15160.18
8,0,2,1,2,2,7,4.9,10.0,9103.56
10,2,0,0,0,0,9,15.2,18.0,9049.6
10,3,0,4,3,0,1,5.8,10.3,3085.7
1,0,0,0,2,2,12,15.2,17.0,13074.82
9,0,3,3,2,1,4,16.4,22.5,69625.71
7,0,3,0,2,2,4,16.3,22.9,69791.66
10,0,2,4,0,2,10,4.9,14.4,12187.89
9,0,2,3,1,2,4,5.8,6.5,6368.03
8,3,0,3,0,0,6,7.9,19.7,6418.21
0,0,1,2,0,0,3,6.7,18.0,5432.17
6,0,3,0,3,0,8,5.3,24.0,24937.88
7,3,1,2,2,2,3,17.7,9.5,20116.86
2,1,0,4,0,1,5,8.1,17.6,6829.39
3,1,2,2,2,1,10,9.3,9.0,10718.22
2,0,0,2,1,2,10,15.4,25.0,20511.52
6,3,1,4,1,2,11,15.1,7.4,14075.06
8,0,1,3,0,2,8,9.6,17.7,22010.52
2,1,3,0,3,0,5,10.0,5.6,9206.86
5,3,3,2,1,0,7,15.1,17.6,52820.56
7,2,3,1,1,2,2,14.9,17.1,50207.89
5,3,3,3,0,2,4,10.0,8.3,18473.53
1,1,1,2,0,2,8,10.7,18.4,24103.35
6,3,3,1,3,0,9,16.6,18.8,60884.35
1,2,0,4,2,0,9,15.0,12.2,5829.03
1,3,0,2,1,2,12,12.1,16.5,14030.93
1,0,1,0,2,1,12,8.6,7.6,4868.5
10,0,1,3,3,0,12,16.3,9.2,12823.49
0,1,1,2,3,2,3,4.0,11.1,4835.53
10,3,1,0,1,1,3,9.6,6.7,6408.05
0,1,2,2,2,1,1,10.9,18.5,24341.2
6,3,0,1,2,0,7,10.8,15.3,6834.29
4,1,2,3,0,1,7,6.2,23.8,21822.05
10,3,1,0,0,2,12,9.7,15.0,17749.86
2,0,1,0,0,0,6,14.0,18.0,14815.08
0,1,3,4,2,2,5,11.3,23.4,69974.86
10,1,2,3,0,2,7,16.9,11.1,33843.86
9,2,2,2,3,2,2,9.1,20.3,28505.34
5,3,2,1,2,0,11,16.5,5.6,12130.15
10,0,3,2,0,0,5,12.3,14.7,32586.35
0,0,1,1,1,1,8,15.5,10.8,14486.38
8,0,0,4,0,1,10,14.5,5.4,4235.6
1,1,0,0,2,0,8,15.8,6.3,1191.86
0,0,2,1,3,0,1,14.6,19.7,28797.42
6,1,3,0,0,0,2,7.7,16.5,19194.34
5,2,3,0,1,1,5,8.1,10.9,18436.85
5,0,2,2,0,2,9,9.5,12.0,18927.5
4,2,2,1,0,0,3,15.6,18.7,33640.08
10,3,1,1,0,0,12,12.3,20.3,19962.43
3,3,2,0,3,1,8,5.8,6.2,5576.84
10,2,1,1,3,1,2,14.0,22.7,32496.94
3,3,3,3,1,0,1,15.9,17.1,46796.84
2,0,0,4,2,0,5,16.4,20.9,7453.42
9,0,1,3,1,1,10,13.0,13.7,16981.52
7,1,2,2,0,2,4,4.9,14.4,11053.4
6,2,1,2,2,2,8,14.4,16.5,33223.86
8,2,3,3,3,2,1,17.4,5.6,22120.4
0,1,3,4,3,0,8,7.6,24.1,32422.13
6,0,1,1,3,0,2,13.3,23.8,22030.27
9,2,1,4,3,2,1,16.4,18.8,42373.26
3,1,1,4,3,0,11,4.1,15.6,4541.39
6,2,1,1,2,0,11,6.3,8.0,3675.3
0,2,3,1,0,0,7,14.9,14.4,37259.97
4,1,3,1,0,0,7,13.5,24.1,58877.79
2,2,1,1,2,2,7,7.0,11.5,10480.68
4,3,0,0,0,1,8,11.5,10.3,6133.9
3,1,3,3,3,1,2,12.5,8.7,19968.2
1,1,3,0,3,1,12,7.3,7.1,8265.58
10,3,0,3,0,0,2,9.6,9.4,4034.2
3,2,0,3,1,0,7,8.9,10.1,2598.9
2,3,2,3,0,1,12,15.5,8.9,18843.36
0,2,0,4,1,1,7,12.3,17.1,10163.95
9,0,2,3,0,1,8,11.1,21.7,40034.38
7,3,0,1,2,2,4,17.8,16.8,24478.27
4,3,1,4,2,0,2,6.4,23.1,13731.72
3,3,1,4,2,1,11,6.2,10.3,6587.49
9,0,0,0,3,1,8,10.0,22.5,12758.96
4,2,0,2,0,0,9,6.8,7.3,1496.13
3,0,2,4,0,1,11,16.3,14.6,29098.35
2,3,2,1,0,1,1,11.3,18.2,28489.07
4,0,2,4,2,2,1,4.4,21.7,16257.56
3,3,3,0,2,1,11,13.6,22.7,57872.35
0,1,1,4,1,2,6,15.2,5.0,9962.42
2,2,0,2,1,2,10,7.7,10.7,5310.53
9,3,2,3,2,2,3,11.2,19.8,41036.79
9,0,0,4,0,0,5,17.5,11.4,7439.62
7,0,0,0,0,2,1,6.6,21.8,8928.63
6,0,3,2,2,1,7,7.6,12.0,20727.52
1,2,0,3,2,0,6,17.1,11.5,5519.56
0,1,3,4,0,0,8,17.6,9.7,30739.96
2,2,3,1,2,0,11,9.3,23.0,31542.93
4,1,3,4,3,2,3,11.4,5.2,12360.77
9,0,1,1,0,0,9,11.6,24.6,22873.18
10,2,3,0,0,2,3,12.6,10.4,24729.87
0,1,1,3,2,1,6,11.3,18.5,20210.27
2,0,3,4,0,1,5,11.6,23.2,50684.56
2,0,3,3,3,2,11,4.9,18.4,18877.55
4,2,3,1,0,0,4,9.4,16.2,23751.42
2,1,3,2,2,2,9,7.9,15.9,29865.19
8,0,2,0,2,1,3,14.4,17.1,35161.45
0,0,0,4,0,1,4,16.8,11.9,6026.85
3,0,3,2,0,1,2,10.5,20.2,36193.13
9,3,2,0,1,0,3,6.5,15.5,12482.71
9,1,0,1,1,1,2,7.8,21.1,8309.08
3,1,0,0,3,0,8,6.0,5.4,621.04
0,3,0,3,2,0,7,14.2,13.1,5283.04
1,0,1,1,2,1,6,5.6,17.9,9245.48
10,3,3,0,2,0,8,7.5,12.8,18159.17
0,3,1,3,2,0,11,12.8,25.0,23137.68
5,3,0,3,1,2,7,10.2,11.9,10550.09
2,1,2,4,3,1,9,12.6,18.7,39610.16
6,0,2,4,3,1,9,17.0,22.9,59961.49
4,0,1,0,1,1,4,13.8,18.1,18832.4
8,1,3,3,2,0,1,5.0,12.1,10451.45
6,1,0,2,1,1,2,11.4,9.0,4923.58
3,3,3,3,3,2,3,12.3,12.5,32530.45
4,3,1,1,0,1,7,4.4,21.9,10006.45
4,2,2,0,2,1,1,4.8,16.4,10667.08
10,2,2,0,2,0,12,4.8,22.3,13526.52
4,1,1,4,2,2,8,12.9,9.0,15478.73
9,3,0,3,3,2,1,13.1,23.2,27912.94
8,1,1,4,0,2,10,13.5,15.2,27903.51
9,3,1,3,0,1,4,9.1,20.9,21031.42
2,3,1,0,1,2,6,5.9,9.6,6825.3
5,1,0,1,0,2,11,11.4,14.2,9672.76
7,1,0,1,1,0,2,4.4,19.6,2136.83
10,0,2,1,1,0,3,11.5,10.5,14388.66
8,0,3,0,0,0,3,10.7,7.2,11928.26
6,2,0,4,1,0,6,9.3,6.0,2253.21
2,1,0,3,0,2,11,9.2,22.9,13430.63
0,2,0,4,0,1,5,11.5,19.0,11255.8
3,1,1,0,3,1,4,4.8,16.9,6667.01
5,1,3,4,3,0,10,9.8,13.6,23007.7
2,1,2,2,2,2,11,9.0,6.9,9729.93
0,0,2,3,1,1,10,8.3,13.8,14143.55
5,2,1,0,0,0,3,17.0,13.2,14431.88
0,1,2,2,3,0,9,4.1,24.6,13204.67
8,2,1,4,1,1,1,8.8,5.6,5380.14
10,2,1,1,0,0,6,12.2,22.0,25660.16
0,0,0,4,2,1,6,17.0,6.1,4363.48
5,0,0,0,0,2,5,5.3,24.8,8777.28
0,1,0,1,2,0,2,13.8,13.3,2101.74
6,3,3,4,1,1,9,16.3,10.3,36442.89
2,2,3,0,1,0,11,6.2,16.2,14122.36
5,0,2,2,3,2,12,13.4,21.5,44588.91
6,2,3,2,0,0,5,7.0,11.6,16185.88
0,3,0,1,1,2,4,6.1,7.5,2911.15
0,2,3,4,1,2,10,17.1,17.1,60463.28
4,1,2,2,2,0,8,5.4,20.9,14301.45
5,2,0,4,2,0,11,15.6,12.3,6821.59
8,0,3,2,0,0,5,4.5,12.5,9539.5
0,1,0,0,2,2,8,13.5,18.3,13246.5
3,1,2,1,0,1,3,15.3,23.2,44152.36
9,3,2,1,2,0,3,12.5,6.6,11174.43
7,1,0,3,2,1,9,16.6,7.1,7121.71
9,0,1,2,0,1,10,13.9,9.5,12819.7
8,3,2,2,1,2,12,5.8,23.3,23741.94
2,1,3,3,0,0,9,7.8,5.6,7708.6
10,3,2,4,2,1,2,13.0,20.6,40957.16
1,2,0,1,1,0,3,10.9,24.6,4394.8
3,1,0,1,2,0,1,13.3,24.4,5165.5
1,0,2,1,2,1,9,13.6,5.7,11743.78
0,0,0,0,2,1,12,13.4,14.5,4690.49
2,1,1,4,0,0,3,8.0,11.8,6467.9
6,2,2,3,1,0,3,6.2,15.5,11459.16
0,3,1,1,2,1,5,9.6,13.4,13378.64
1,0,2,2,3,0,3,11.6,19.1,23457.2
0,0,1,2,1,1,3,12.2,9.1,7924.95
7,3,3,4,1,2,9,10.8,23.1,55748.61
4,3,0,0,2,0,7,4.1,23.6,2774.96
7,0,0,3,0,0,1,14.7,22.7,8135.22
2,3,2,1,2,0,11,9.3,20.1,20550.39
6,1,2,3,3,0,9,5.3,6.4,5253.03
7,0,1,3,2,2,4,4.2,6.6,3149.36
5,0,0,2,1,0,11,14.2,16.4,4640.37
6,0,0,0,1,2,4,16.4,6.3,6489.02
1,1,1,1,0,2,1,15.6,14.3,22944.07
7,0,3,2,3,0,5,5.6,17.5,18993.94
4,3,3,2,3,1,4,15.4,18.7,53448.63
6,0,3,2,0,1,9,10.9,23.3,49017.39
0,1,2,2,1,2,12,16.2,6.8,16286.95
4,1,1,3,2,2,9,13.5,24.1,44252.33
0,2,1,0,3,2,7,6.1,19.2,13277.06
7,0,3,3,1,0,12,5.8,15.8,15396.18
3,1,1,0,0,1,2,4.5,16.6,6292.78
3,2,1,0,3,1,7,12.8,5.1,5797.19
1,0,3,1,1,2,10,5.8,14.9,16429.15
4,1,2,3,1,2,6,16.3,8.0,23595.47
0,1,1,4,1,2,2,15.1,12.9,20992.38
8,0,0,0,0,2,11,12.6,20.6,15060.74
4,0,2,4,1,0,5,16.9,7.4,15763.55
5,2,1,2,3,2,1,17.8,25.0,53967.94
1,0,1,0,3,0,11,10.5,20.1,11387.26
9,0,0,0,3,1,3,11.0,19.9,9965.41
9,3,1,3,2,2,1,6.9,22.3,22022.93
0,0,0,0,3,2,7,17.1,9.7,9709.59
3,1,0,4,1,1,6,12.0,23.1,15609.74
6,2,1,0,2,1,6,10.9,15.0,18657.68
5,2,2,1,3,2,12,8.4,12.9,16982.3
9,2,2,1,3,1,12,8.8,12.9,16725.18
0,1,1,3,1,2,6,14.1,14.7,25125.71
0,0,1,1,3,1,11,5.4,16.1,7138.23
7,1,3,0,3,1,5,16.8,10.4,39044.0
3,3,3,1,1,2,5,4.2,14.0,15701.57
4,2,3,2,0,1,3,4.8,7.2,6870.1
6,0,2,3,0,1,4,15.2,13.0,27843.77
7,0,3,0,2,2,9,5.4,9.7,12200.71
9,2,1,1,3,0,10,4.2,9.0,2754.54
6,3,1,2,3,0,4,8.4,5.9,4238.04
1,3,0,1,1,1,6,6.4,24.9,8436.53
3,0,2,1,2,1,11,8.8,23.0,24474.32
9,1,3,1,0,0,8,12.2,7.3,17184.14
0,2,0,0,0,1,10,8.9,12.1,3283.95
9,1,2,3,3,2,6,14.3,21.0,66484.92
8,0,0,2,1,0,5,13.5,12.9,5250.59
2,2,2,3,3,1,1,11.3,12.3,19191.63
2,3,2,3,3,0,1,11.9,12.9,18449.83
9,3,0,4,3,1,4,6.6,19.5,9482.39
8,3,3,2,0,1,8,5.7,20.7,27089.35
9,0,1,0,2,1,2,14.5,14.9,21089.75
2,3,3,0,1,0,6,13.1,19.4,45893.15
7,2,2,4,2,1,8,10.9,16.4,32327.23
1,2,1,4,0,0,6,7.9,20.2,12947.7
2,2,1,4,0,0,2,4.7,7.2,2425.51
1,2,3,4,0,0,4,9.0,22.0,30143.93
0,3,3,0,3,2,8,15.7,19.5,67972.1
1,2,3,0,0,2,4,10.0,18.9,36378.45
7,0,0,1,1,2,7,10.3,22.6,18851.51
8,2,1,3,1,0,1,13.4,24.9,30238.46
1,3,1,3,1,1,9,4.7,19.4,9040.3
6,3,2,3,1,0,11,16.7,21.5,45747.32
4,1,2,3,3,2,12,6.8,12.2,14310.71
2,2,2,0,2,0,1,5.8,15.5,9846.51
8,3,3,0,1,2,10,10.1,5.8,12687.35
5,1,1,4,3,0,12,13.5,24.7,26287.76
10,0,3,0,2,2,12,4.4,22.5,20641.43
0,2,3,0,3,2,9,15.1,14.8,49252.03
4,3,2,1,1,0,5,16.1,14.5,31888.1
6,3,2,2,3,1,4,4.9,19.2,14345.77
3,2,2,4,1,0,7,12.4,12.4,21977.58
7,1,0,4,3,2,4,8.5,12.7,9100.8
9,2,1,1,3,0,12,11.2,7.1,6582.95
4,0,3,2,2,0,5,6.8,12.9,14873.78
8,0,0,0,2,1,11,16.0,5.6,4061.64
8,2,0,4,3,2,8,12.9,15.9,21325.81
8,1,0,2,1,1,1,4.3,9.0,2115.14
0,0,2,3,1,0,5,12.7,7.6,11280.98
1,2,0,4,1,1,4,16.0,21.9,16533.89
2,1,1,2,0,0,11,6.0,19.8,7005.68
3,1,0,3,3,0,4,5.1,10.2,1350.75
9,3,0,3,2,1,2,13.4,18.5,16640.14
8,0,3,0,0,1,9,6.0,14.7,17194.1
9,2,1,2,0,0,12,17.4,15.5,21264.32
5,0,2,4,0,0,4,14.3,5.9,9661.1
0,1,3,4,3,1,8,4.6,12.2,11242.09
8,3,3,2,1,0,1,16.2,21.4,61603.05
5,0,3,1,0,2,12,12.3,14.8,35576.69
3,2,0,1,3,0,1,5.0,7.4,861.96
3,0,1,0,0,0,8,8.3,9.3,4423.44
2,1,0,0,3,0,12,10.8,9.3,1308.68
6,3,3,1,0,2,9,4.9,15.7,18884.44
2,0,0,3,1,2,2,17.7,15.7,16116.1
1,1,2,3,0,2,12,16.2,13.2,29322.2
9,1,1,1,1,1,10,4.6,12.7,5963.59
7,3,3,4,0,0,4,9.1,17.2,28401.38
3,1,3,1,3,0,4,5.1,15.0,13071.63
7,0,0,4,2,0,8,14.2,17.4,8358.2
0,2,0,4,1,1,3,11.1,10.5,5358.85
4,3,3,3,2,0,7,8.1,7.2,11460.37
8,1,3,3,2,0,5,10.4,15.1,30579.69
0,0,1,3,3,1,1,4.2,12.2,4123.34
10,3,0,4,0,2,4,15.0,12.1,16621.17
3,1,2,4,3,0,10,12.7,10.3,15380.15
5,0,1,0,0,2,9,7.5,22.4,18977.05
9,1,2,1,2,1,5,16.5,8.6,26677.95
7,0,1,3,0,0,7,7.6,12.7,7549.08
2,1,3,2,3,0,3,13.6,5.1,10152.07
4,3,0,2,2,0,8,6.8,19.1,5285.98
6,3,1,4,3,0,7,13.8,20.2,29508.45
0,3,3,0,0,2,3,9.3,10.0,17162.87
6,1,3,1,0,1,5,15.0,22.3,67113.45
10,1,1,4,0,1,10,15.2,7.0,11296.61
7,3,1,1,3,1,12,14.8,12.0,19309.69
7,3,0,4,1,1,8,4.8,12.5,4390.32
8,2,3,3,0,2,4,4.3,13.6,12708.45
5,0,3,0,1,2,4,6.9,19.2,24040.64
5,2,0,3,1,0,10,12.6,19.1,7904.9
1,0,3,3,2,1,10,14.6,8.1,21214.22
2,1,2,2,1,1,10,16.2,8.5,16770.29
3,0,3,2,3,2,10,16.6,11.8,39541.4
3,0,2,2,3,1,12,10.7,19.6,29133.99
7,1,0,2,3,0,6,8.7,6.3,1983.91
0,1,0,4,1,1,7,12.9,9.5,5682.69
9,1,1,4,2,0,3,13.3,17.7,20346.52
3,3,0,0,1,0,12,11.4,16.8,4196.12
10,3,2,2,1,2,7,5.7,13.6,16294.92
10,0,0,2,2,1,10,6.5,16.4,5874.15
10,1,2,4,3,1,1,15.3,20.0,47989.04
3,3,0,1,0,0,7,8.0,11.3,2242.24
0,1,3,3,0,0,3,17.0,20.6,52024.68
2,0,0,0,1,1,7,14.8,22.7,11037.95
4,3,1,4,2,1,3,13.9,17.6,24542.55
5,3,2,4,0,2,6,8.4,12.2,20796.34
8,2,0,3,3,0,12,10.3,22.1,9047.36
8,0,3,0,1,1,1,14.7,23.2,62090.46
8,3,1,4,2,1,7,5.1,11.1,6603.54
10,0,3,2,1,2,4,12.0,6.6,16337.58
0,0,1,2,0,0,5,10.2,6.0,3681.7
8,1,3,4,1,2,12,5.1,11.1,13290.23
7,0,3,1,2,2,11,5.2,9.5,10448.8
1,2,2,1,1,1,10,17.9,11.6,29011.5
10,3,3,1,0,1,4,7.8,13.3,19140.84
0,0,1,2,2,1,7,17.0,23.2,29556.13
0,0,3,2,3,1,8,15.4,15.3,48942.18
5,1,2,3,3,0,8,12.5,19.1,32259.84
8,1,3,1,1,0,7,10.9,20.7,43273.46
6,2,2,3,3,0,3,5.7,19.4,13740.57
4,0,2,4,1,0,7,13.0,13.9,22337.54
10,0,1,4,3,1,5,12.9,21.3,28599.83
1,0,3,0,0,1,2,4.3,14.7,10248.06
0,0,1,0,3,0,4,14.5,24.4,17575.12
1,3,2,0,0,2,8,4.1,23.1,15552.01
0,0,1,0,1,0,7,5.4,10.5,3175.01
2,0,1,2,2,2,4,13.7,6.7,7962.36
5,3,2,3,2,0,8,4.1,18.1,10211.57
7,1,2,2,0,0,4,13.6,8.9,12939.6
2,2,1,4,2,2,7,5.2,18.4,11971.07
9,0,3,1,2,0,5,11.6,5.7,12025.71
8,3,2,1,1,2,2,7.8,16.2,21063.64
9,0,2,3,1,2,2,14.2,10.3,23386.67
4,1,3,3,1,0,11,4.4,19.4,13783.28
6,3,0,4,3,0,7,4.5,8.5,1969.07
7,3,2,2,0,1,6,17.7,12.6,38491.89
2,3,0,1,2,1,1,17.2,18.4,15641.46
1,0,3,2,2,2,9,14.4,11.6,37675.12
1,1,3,4,2,1,9,12.1,11.6,27556.47
4,2,3,2,1,1,7,11.2,13.7,33313.31
0,3,3,1,2,0,10,15.4,6.2,13750.27
1,0,1,4,1,2,9,10.7,10.3,12738.21
8,2,1,2,0,0,12,9.1,17.6,11440.64
6,3,0,2,0,1,11,8.8,21.7,10909.48
5,0,3,2,2,0,11,16.1,18.3,43531.52
8,2,0,2,0,0,9,13.0,14.9,7687.08
6,2,0,3,2,0,8,14.9,17.1,10015.94
10,3,3,4,1,0,4,6.2,8.3,9344.48
4,0,0,4,3,2,2,8.5,8.0,4620.23
8,2,0,2,3,1,2,12.2,16.4,10403.79
5,1,0,2,3,0,9,5.6,9.8,1739.08
5,1,0,3,1,1,11,5.1,5.0,1173.81
10,2,1,1,0,0,9,6.1,25.0,14015.7
3,3,0,3,2,0,8,12.9,6.2,3081.57
0,3,3,2,2,0,2,17.9,12.6,35286.17
4,3,0,2,0,0,11,15.9,8.6,3924.04
10,2,3,2,2,2,3,13.7,15.8,47260.73
8,3,3,2,3,1,9,9.2,12.9,26868.73
7,3,1,3,2,0,7,6.0,21.4,11865.47
7,1,1,2,3,1,6,13.1,12.3,19632.45
4,0,0,1,2,2,9,10.8,19.9,14902.42
8,1,0,0,2,0,3,16.1,17.9,7831.89
2,2,2,1,2,0,2,14.8,21.1,36140.06
2,1,0,2,3,1,11,11.4,11.1,5433.12
0,0,2,3,3,1,12,11.2,19.9,28826.97
8,1,2,2,1,1,3,4.3,22.1,13457.7
5,3,1,3,2,1,5,4.9,18.1,11707.03
1,0,3,0,0,0,12,6.6,23.9,20289.5
7,2,2,4,0,1,12,12.7,6.0,11597.62
8,1,0,1,1,2,7,9.8,14.4,11803.08
8,1,2,0,3,2,11,16.4,6.4,17285.3
1,3,1,2,2,2,6,17.6,17.9,43569.76
1,0,2,3,2,2,12,14.5,12.9,28256.58
6,3,2,3,3,2,8,12.9,12.1,30839.81
10,1,2,4,1,0,10,10.6,22.8,31608.73
3,1,2,0,0,1,3,7.0,19.6,16699.36
0,0,2,1,0,0,3,16.7,22.8,35676.47
7,1,2,3,3,1,10,6.5,10.1,10466.86
1,0,2,1,1,2,3,16.6,14.3,35851.33
2,2,1,2,2,1,11,16.3,24.4,33467.74
4,1,0,3,3,0,1,5.6,24.2,3536.87
2,0,1,3,3,2,5,10.9,11.4,15447.24
6,0,2,0,2,0,1,12.0,11.3,15408.26
6,3,2,4,0,2,11,10.4,12.9,24645.13
1,1,3,2,3,0,9,5.3,19.0,17971.96
6,3,1,4,3,0,7,10.1,19.7,18477.11
10,0,2,0,3,0,8,11.2,11.2,15913.28
5,2,3,1,1,2,2,5.2,11.9,12833.52
9,2,1,0,0,2,1,12.2,14.8,20475.06
8,1,2,0,3,1,10,12.1,12.4,20426.63
8,2,3,0,1,2,2,15.3,23.2,73316.05
1,1,3,3,2,1,8,13.1,23.1,56542.38
6,1,2,2,2,1,8,15.1,7.0,17637.82
4,0,0,1,1,1,6,12.9,21.2,12024.69
5,0,2,4,0,2,7,16.6,13.3,41492.13
0,0,3,1,0,2,9,11.6,22.6,54342.04
6,3,0,3,0,1,2,13.8,12.3,10542.75
5,0,0,3,0,2,10,11.1,10.7,7625.14
3,1,1,4,0,0,6,16.9,8.7,11051.2
0,0,0,3,1,0,4,14.1,22.6,3090.82
8,3,3,4,0,1,5,9.2,23.5,49973.39
3,0,3,3,0,0,9,5.2,8.4,7824.06
1,2,1,0,3,0,10,4.0,6.0,1518.32
7,1,3,3,2,1,1,12.8,23.2,55726.53
1,2,3,4,2,1,8,8.3,9.2,16558.38
4,2,3,4,3,2,7,13.3,19.0,66691.37
10,3,1,4,3,1,4,8.6,22.3,22679.65
5,2,0,2,0,1,2,6.7,21.4,7060.73
10,0,1,1,2,1,4,17.7,7.1,12442.04
7,1,0,1,3,1,12,6.6,12.5,4295.2
10,2,3,0,1,2,6,9.6,13.3,30857.6
0,2,2,4,1,0,9,10.4,8.2,10954.76
0,1,1,2,2,1,10,14.6,11.6,14449.35
3,0,0,2,3,0,3,14.7,10.7,2604.58
4,2,0,2,2,1,3,5.7,18.3,5972.97
8,1,3,4,2,0,9,9.3,23.0,42143.12
10,0,0,2,2,1,3,16.2,24.4,20801.23
6,0,3,2,3,2,12,11.7,19.3,42099.84
6,0,3,1,2,1,2,5.1,5.1,4495.18
7,3,3,3,0,0,7,13.4,22.1,59065.83
4,0,0,3,0,1,12,8.1,24.0,8321.19
4,0,2,3,3,0,4,17.7,10.4,22347.12
0,1,1,4,2,0,6,9.2,23.7,15607.92
8,3,0,0,2,2,4,8.7,24.3,16094.56
5,0,1,0,1,1,1,9.7,17.6,14327.51
8,2,0,1,3,0,12,5.6,14.2,2621.96
2,3,3,0,2,0,1,17.2,18.9,52226.71
4,1,1,0,2,1,8,4.7,17.9,8060.35
1,3,3,3,3,1,9,14.9,8.0,22395.74
9,2,0,3,3,0,6,14.5,6.3,4489.65
4,3,0,4,2,2,11,17.2,24.0,36129.4
7,2,2,0,1,2,6,8.1,5.7,8350.12
10,0,1,4,1,2,8,6.3,20.8,18346.53
1,0,0,2,3,2,11,6.7,12.3,4966.69
7,3,0,1,2,2,3,4.2,22.6,7270.29
3,3,2,1,1,2,2,4.3,14.5,10899.09
9,1,2,2,3,2,7,14.4,14.5,38302.57
9,1,2,1,3,2,3,13.6,14.2,30735.08
0,2,3,0,1,0,1,10.1,18.6,26799.3
4,0,2,4,0,0,1,17.0,20.2,40164.64
0,3,2,0,0,1,3,11.5,24.0,34158.63
6,0,1,1,0,0,1,4.6,13.0,3903.31
7,3,3,0,1,2,12,17.3,11.1,35861.86
2,2,3,1,1,2,2,14.1,7.6,19728.43
2,0,0,4,2,2,10,4.1,18.7,4858.55
6,1,1,1,3,0,2,10.2,12.9,9291.75
3,2,2,2,2,2,4,10.7,11.0,18414.13
2,0,3,1,3,2,3,10.8,7.4,15738.15
7,2,0,2,1,1,7,9.8,22.1,13588.14
2,3,1,4,0,2,9,16.7,23.1,52892.99
6,0,2,1,2,2,1,7.8,13.5,15756.92
1,0,1,4,1,0,10,9.7,13.0,7914.43
10,0,1,3,2,2,4,6.2,11.7,9384.43
10,1,2,3,2,0,6,9.7,16.5,24011.47
0,2,0,1,0,0,1,9.0,22.9,2405.08
5,1,2,3,1,2,9,12.4,15.0,35993.08
7,1,3,0,3,0,3,10.2,7.0,11349.01
0,2,2,0,2,2,8,6.7,6.3,6970.09
9,2,1,2,0,1,6,17.3,7.7,15904.6
8,0,0,3,2,0,5,9.4,15.3,4983.38
2,0,2,2,0,0,11,11.5,20.2,24633.13
2,2,3,3,1,0,8,17.7,16.2,53970.86
3,0,0,0,2,1,6,7.4,20.9,6176.26
10,3,1,3,0,0,7,6.7,5.2,3602.9
0,0,2,0,0,2,6,9.8,24.9,35711.1
8,2,0,0,1,1,6,15.0,8.8,7430.02
10,1,0,4,3,2,9,17.5,15.0,27235.75
2,2,1,0,2,2,1,9.7,7.5,8152.7
9,2,0,0,2,2,11,12.6,18.1,19513.73
3,1,0,2,2,2,6,17.1,8.0,10661.41
0,3,3,3,3,1,12,14.6,8.4,24646.98
3,0,0,1,2,1,11,15.1,15.0,8408.95
0,3,2,1,3,1,12,15.7,6.7,13392.86
4,1,3,0,3,2,11,17.6,5.9,21933.15
4,3,3,3,1,0,12,11.9,16.8,34130.26
10,1,2,4,1,1,5,14.9,5.3,14522.58
6,2,3,1,0,2,2,11.2,6.3,14808.93
7,3,1,2,2,0,3,6.2,23.5,11875.97
3,0,1,2,2,2,8,9.5,20.9,24988.08
6,0,2,2,3,1,1,11.4,16.4,24997.84
3,1,0,4,3,1,1,4.1,10.8,2073.27
2,2,3,4,2,2,2,14.4,23.8,66931.85
5,3,2,4,1,0,10,6.0,16.4,12624.27
3,3,3,3,1,0,10,9.9,11.0,18199.56
2,1,1,3,0,2,9,13.4,15.2,26265.1
